,index,smiles,length,inchikey,name,groups,withdrawn_class,source
2622,2622,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,63,BCGJBQBWUGVESK-KCTCKCTRSA-N,oxymorphone hydrochloride,approved,0,['ChEMBL']
2623,2623,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],63,JRRNZNSGDSFFIR-UHFFFAOYSA-M,mepenzolate bromide,approved,0,['ChEMBL']
2624,2624,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,63,YEJAJYAHJQIWNU-UHFFFAOYSA-N,azelastine hydrochloride,approved,0,['ChEMBL']
2625,2625,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,63,RCQXSQPPHJPGOF-UHFFFAOYSA-N,"caffeine, citrated",approved,0,['ChEMBL']
2626,2626,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C.Cl,63,PIQVDUKEQYOJNR-VZXSFKIWSA-N,cocaine hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
2627,2627,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,63,YKOCHIUQOBQIAC-YDALLXLXSA-N,safinamide mesylate,approved,0,['ChEMBL']
2628,2628,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,63,ZORWARFPXPVJLW-MTFPJWTKSA-N,valganciclovir hydrochloride,approved,0,['ChEMBL']
2629,2629,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],63,KYITYFHKDODNCQ-UHFFFAOYSA-M,warfarin sodium,approved,0,['ChEMBL']
2630,2630,CN(C)C(=O)COC(=O)Cc1ccc(cc1)OC(=O)c2ccc(cc2)NC(=N)N,63,XASIMHXSUQUHLV-UHFFFAOYSA-N,camostat,Possibly Marketed Outside US,0,['NCATS']
2631,2631,CC(=O)N(CCCCCN=C(CCC(=O)N(CCCCCN=C(CCC(=O)N(CCCCCN)O)O)O)O)O.Cl,63,KCRQZLMAZHZDCL-UHFFFAOYSA-N,deferoxamine hydrochloride,US Approved Rx,0,['NCATS']
2632,2632,CCCCCCCCCCCCCCCCCC(=N[C@@]([H])(CCC(=O)[O-])C(=O)O)[O-].[Na+].[Na+],63,ATFFFUXLAJBBDE-FQEVSTJZSA-L,disodium stearoyl glutamate,Possibly Marketed Outside US,0,['NCATS']
2633,2633,C=C/C(/[H])=C(/[H])\CC1=C(C)[C@]([H])(CC1=O)OC(=O)[C@]2([H])[C@@]([H])(C=C(C)C)C2(C)C,63,ROVGZAWFACYCSP-NEWSRXKRSA-N,pyrethrin i,Possibly Marketed Outside US,0,['NCATS']
2634,2634,CCC(=O)O[C@@]1([H])CC[C@@]2([H])[C@]3([H])CCc4cc(ccc4[C@@]3([H])CC[C@@]21C)O,63,PQCRZWCSVWBYSC-AGRFSFNASA-N,estradiol 17-propionate,US Approved Rx,0,['NCATS']
2635,2635,C[C@]1([C@@]([H])([C@@]([H])(COP(=O)(O)O)O[C@@]1([H])n2ccc(nc2=O)O)O)F,63,JAJZLQMRDFLNSW-VPCXQMTMSA-N,psi-7411,Possibly Marketed Outside US,0,['NCATS']
2636,2636,COc1cc2c(cc1OC)nc([nH]c2=N)N3CCN(CC3)C(=O)C4CCCO4.Cl,63,IWSWDOUXSCRCKW-UHFFFAOYSA-N,terazosin hydrochloride anhydrous,US Approved Rx,0,['NCATS']
2637,2637,CNC[C@@]([H])(c1ccc(c(c1)O)O)O.C([C@@]([H])([C@]1([H])C(=C(C(=O)O1)O)O)O)O,63,KOUXVSUXTJGEEM-GJZRPOMESA-N,epinephrine ascorbate,US Approved OTC,0,['NCATS']
2638,2638,CN1CC[C@@]23C[C@@]([H])(CC[C@]3([C@@]1([H])Cc4ccc(c(c42)OC)OC)O)O,63,LCAHPIFLPICNRW-SVYNMNNPSA-N,drotebanol,Possibly Marketed Outside US,0,['NCATS']
2639,2639,C(CCN)C[C@@]([H])(C(=O)O)N=C([C@]([H])(Cc1cnc[nH]1)N=C(CN)O)O.CC(=O)O,63,MGNUTAFMLGJBGV-ACMTZBLWSA-N,prezatide monoacetate,Possibly Marketed Outside US,0,['NCATS']
2640,2640,CCCCCOc1ccc(c2ccccc21)C(=O)c3cccc4ccccc43,63,RSUMDJRTAFBISX-UHFFFAOYSA-N,cb-13,Possibly Marketed Outside US,0,['NCATS']
2641,2641,C=C[C@@]1([H])CN2CC[C@@]1([H])C[C@@]2([H])[C@@]([H])(c3ccnc4ccccc34)O.Cl,63,IMUHWLVEEVGMBC-YYXOUSRLSA-N,cinchonidine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2642,2642,c1cc(ccc1NC(=O)Nc2ccc(cc2)N(=O)=O)N(=O)=O,63,JEZZOKXIXNSKQD-UHFFFAOYSA-N,"4,4'-dinitrocarbanilide",Possibly Marketed Outside US,0,['NCATS']
2643,2643,CC/1=C(CC(=O)O)c2cc(ccc2\C1=C(/[H])\c3ccc(cc3)[S@](=O)C)F,63,MLKXDPUZXIRXEP-RUZDIDTESA-N,"sulindac, trans-(r)-",Possibly Marketed Outside US,0,['NCATS']
2644,2644,CC1CC(=NN=C1c2ccc3c(c2)nc(-c4ccc(cc4)OC)[nH]3)O.Cl,63,GLBJJMFZWDBELO-UHFFFAOYSA-N,"pimobendan hydrochloride, (-)-",Possibly Marketed Outside US,0,['NCATS']
2645,2645,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(c2)Oc3ccccc3,63,KAATUXNTWXVJKI-UHFFFAOYSA-N,cypermethrin,Possibly Marketed Outside US,0,['NCATS']
2646,2646,CN1CCN(CC1)C(=O)O[C@]2([H])c3c(C(=O)N2c4ccc(cn4)Cl)nccn3,63,GBBSUAFBMRNDJC-MRXNPFEDSA-N,"zopiclone, (r)-",Possibly Marketed Outside US,0,['NCATS']
2647,2647,Cc1c2cn(C)ccc2c(C)c3c1c4cc(ccc4n3)O.CC(=O)O,63,BOMZMNZEXMAQQW-UHFFFAOYSA-N,elliptinium acetate,Possibly Marketed Outside US,0,['NCATS']
2648,2648,c1ccc(c(c1)C(=O)OCC(CO)O)Nc2ccnc3c2cccc3C(F)(F)F,63,APQPGQGAWABJLN-UHFFFAOYSA-N,floctafenine,Possibly Marketed Outside US,0,['NCATS']
2649,2649,CC[NH+](CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)[O-],62,OVCDSSHSILBFBN-UHFFFAOYSA-N,amodiaquine,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
2650,2650,CC12CC(C3C(C1CCC2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=CC34C)O,62,HUMXXHTVHHLNRO-KAJVQRHHSA-N,prednisolone tebutate,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2651,2651,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,62,XUBOMFCQGDBHNK-UHFFFAOYSA-N,gatifloxacin,withdrawn,1,['WITHDRAWN']
2653,2653,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,62,CGIGDMFJXJATDK-UHFFFAOYSA-N,indomethacin,withdrawn,1,['WITHDRAWN']
2654,2654,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,62,DCSUBABJRXZOMT-UHFFFAOYSA-N,cisapride,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2655,2655,CC1=C(C2=C(N1CC(=O)O)C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl,62,DGMZLCLHHVYDIS-UHFFFAOYSA-N,clometacin,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2656,2656,CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,62,JRTIDHTUMYMPRU-UHFFFAOYSA-N,alpidem,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2657,2657,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C,62,TZRHLKRLEZJVIJ-UHFFFAOYSA-N,parecoxib,withdrawn,1,['WITHDRAWN']
2659,2659,CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc2ccccc12,62,YZODJQFXMFEJRM-UHFFFAOYSA-N,acrisorcin,withdrawn,1,['ChEMBL']
2660,2660,COS(=O)(=O)[O-].C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,62,NSILVESQCSUIAJ-UHFFFAOYSA-M,hexocyclium methylsulfate,withdrawn,1,['ChEMBL']
2661,2661,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl,62,IEPMBYOIQGCVHO-UHFFFAOYSA-N,grepafloxacin hydrochloride,withdrawn,1,['ChEMBL']
2662,2662,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],62,WSHYKIAQCMIPTB-UHFFFAOYSA-M,warfarin potassium,withdrawn,1,['ChEMBL']
2663,2663,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1.Cl,62,WQVZLXWQESQGIF-WJKBNZMCSA-N,dilevalol hydrochloride,withdrawn,1,['ChEMBL']
2664,2664,CCC(c1ccc(cc1)OCCN(CC)CC)C(CC)c2ccc(cc2)OCCN(CC)CC,62,UBDWKOZBPSKHMO-UHFFFAOYSA-N,diethylaminoethoxyhexestrol,Withdrawn,1,['NCATS']
2665,2665,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Co+2].[Co+2],62,KCXVZYZYPLLWCC-UHFFFAOYSA-J,dicobalt edetate,US Previously Marketed,1,['NCATS']
2666,2666,CCC(c1ccc(c(C)c1)OC(=O)CC)C(CC)c2ccc(c(C)c2)OC(=O)CC,62,ORHVFDBDWJTZIN-UHFFFAOYSA-N,methestrol dipropionate,US Previously Marketed,1,['NCATS']
2667,2667,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[ZnH2+2],62,GRGKIUWWEAXELS-UHFFFAOYSA-L,zinc stearate,US Previously Marketed,1,['NCATS']
2668,2668,CCC(=O)O[C@@](Cc1ccccc1)([C@]([H])(C)CN(C)C)c2ccccc2.Cl,62,QMQBBUPJKANITL-MYXGOWFTSA-N,propoxyphene hydrochloride,US Previously Marketed,1,['NCATS']
2669,2669,C#C[C@@]1(CC[C@@]2([H])[C@]3([H])CCc4cc(ccc4[C@@]3([H])CC[C@@]21C)OC)O,62,IMSSROKUHAOUJS-MJCUULBUSA-N,mestranol,US Previously Marketed,1,['NCATS']
2670,2670,C/C(/[H])=C(\c1ccc(cc1)OC(=O)C)/C(=C(\[H])/C)/c2ccc(cc2)OC(=O)C,62,YWLLGDVBTLPARJ-UHFFFAOYSA-N,dienestrol diacetate,US Previously Marketed,1,['NCATS']
2671,2671,c1cc(c(cc1-c2c(c(=O)c3c(cc(cc3o2)O)O)O)O)O.O.O,62,GMGIWEZSKCNYSW-UHFFFAOYSA-N,quercetin dihydrate,US Previously Marketed,1,['NCATS']
2696,2696,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,62,YDGHCKHAXOUQOS-BTJKTKAUSA-N,trimipramine maleate,approved,0,['ChEMBL']
2697,2697,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl,62,ZIIJJOPLRSCQNX-UHFFFAOYSA-N,flurazepam hydrochloride,approved,0,['ChEMBL']
2698,2698,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,62,QZRSNVSQLGRAID-UHFFFAOYSA-N,prucalopride succinate,approved,0,['ChEMBL']
2699,2699,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,62,BXDAOUXDMHXPDI-UHFFFAOYSA-N,trifluoperazine hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
2700,2700,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,62,GTTBEUCJPZQMDZ-UHFFFAOYSA-N,erlotinib hydrochloride,approved,0,['ChEMBL']
2701,2701,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O,62,PORMUFZNYQJOEI-UHFFFAOYSA-N,sumatriptan succinate,approved,0,['ChEMBL']
2702,2702,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl,62,AQORHZJDCHLLJN-UHFFFAOYSA-N,alfentanil hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
2703,2703,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-].[Na+],62,QXPBTTUOVWMPJN-QBNHLFMHSA-M,cilastatin sodium,approved,0,['ChEMBL']
2704,2704,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)C(O)C(O)C(=O)O,62,GWHQHAUAXRMMOT-MERQFXBCSA-N,rivastigmine tartrate,approved,0,['ChEMBL']
2706,2706,CCCCCCCCCCCCCCCC(=O)Oc1cnc(C)c(c1OC(=O)CCCCCCCCCCCCCCC)O,62,XQPZOTDPIYWJQZ-UHFFFAOYSA-N,pyridoxine dipalmitate,US Approved Rx,0,['NCATS']
2707,2707,CC(=O)N(CCCCCN=C(CCC(=O)N(CCCCCN=C(CCC(=O)N(CCCCCN)O)O)O)O)O.O,62,SVIRNNMREPGSLS-UHFFFAOYSA-N,deferoxamine monohydrate,US Approved Rx,0,['NCATS']
2708,2708,CN(C)CC(COc1ccccc1CCc2cccc(c2)OC)OC(=O)CCC(=O)O.Cl,62,FFYNAVGJSYHHFO-UHFFFAOYSA-N,sarpogrelate hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2709,2709,C#Cc1cccc(c1)Nc2c3cc4c(cc3ncn2)OCCOCCOCCO4.Cl,62,PNNGXMJMUUJHAV-UHFFFAOYSA-N,icotinib hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2710,2710,CCN(CC)CCn1c2ccccc2nc(Cc3ccc(cc3)OC)c1=O.Cl,62,JRNWTJUIMRLKBV-UHFFFAOYSA-N,caroverine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2711,2711,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[ZnH2+2],62,FHILSTRJJXARIU-UHFFFAOYSA-L,zinc dodecyl hydrogen disulphate,Possibly Marketed Outside US,0,['NCATS']
2712,2712,Cn1c(=O)cc(N2CCC[C@]([H])(C2)N)n(Cc3cc(ccc3C#N)F)c1=O,62,IWYJYHUNXVAVAA-OAHLLOKOSA-N,trelagliptin,Possibly Marketed Outside US,0,['NCATS']
2713,2713,C[C@]([H])(CN1CCOCC1)C(c2ccccc2)(c3ccccc3)C(=O)N4CCCC4,62,INUNXTSAACVKJS-OAQYLSRUSA-N,dextromoramide,Possibly Marketed Outside US,0,['NCATS']
2714,2714,c1ccc(cc1)[C@]([H])(c2ccc(cc2)Cl)N3CCN(CC3)CCOCC(=O)O.Cl,62,CUSPGNDCPOVPBA-ZMBIFBSDSA-N,levocetirizine hydrochloride,US Approved Rx,0,['NCATS']
2715,2715,Cc1ccc(cc1)C(=O)Oc2ccc(cc2)C(CN(C)C)C3(CCCCC3)O.Cl,62,BVWFJKQJRNSYCR-UHFFFAOYSA-N,toludesvenlafaxine hydrochloride anhydrous,US Approved Rx,0,['NCATS']
2716,2716,CC1COc2c3c(cc(c2N4CCN(C)CC4)F)c(=O)c(cn13)C(=O)O.Cl,62,CAOOISJXWZMLBN-UHFFFAOYSA-N,ofloxacin hydrochloride,US Approved Rx,0,['NCATS']
2717,2717,C(CCCNCC(c1ccc(c(c1)O)O)O)CCNCC(c2ccc(c(c2)O)O)O.Cl.Cl,62,LECFJMMCVCBLPN-UHFFFAOYSA-N,hexoprenaline dihydrochloride,Possibly Marketed Outside US,0,['NCATS']
2718,2718,CN1CCC(=C2c3ccccc3Sc4ccccc42)CC1.C(\[H])(=C(\[H])/C(=O)O)/C(=O)O,62,IPANUAHQWFDVAG-UHFFFAOYSA-N,pimethixene maleate,Possibly Marketed Outside US,0,['NCATS']
2719,2719,CC(C)CCOC(=O)c1cc(=O)c2c(c3ccc(C)c(C)c3nc2O)o1,62,NFQIAEMCQGTTIR-UHFFFAOYSA-N,repirinast,Possibly Marketed Outside US,0,['NCATS']
2720,2720,c1ccc2c(c1)N(c3cc(ccc3S2)Cl)C(=O)CCN4CCN5CCCC5C4.Cl.Cl,62,UERHIZBSLAGDLU-UHFFFAOYSA-N,azaclorzine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2721,2721,CC/1=C(CC(=O)O)c2cc(ccc2\C1=C(\[H])/c3ccc(cc3)[S@@](=O)C)F,62,MLKXDPUZXIRXEP-VWLOTQADSA-N,"sulindac, (s)-",Possibly Marketed Outside US,0,['NCATS']
2722,2722,CCCC(=O)N1CCCN(CC1)c2nc3cc(c(cc3c(=N)[nH]2)OC)OC.Cl,62,NBGBEUITCPENLJ-UHFFFAOYSA-N,bunazosin hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2723,2723,CC[C@]12CCCN3CCc4c5ccccc5n(C(=C1)C(=O)OCC)c4[C@]23[H],62,DDNCQMVWWZOMLN-IRLDBZIGSA-N,vinpocetine,Possibly Marketed Outside US,0,['NCATS']
2724,2724,COc1ccc(cc1C(=NCc2cccnc2)O)C(=NCc3cccnc3)O.O,62,ICYQAMNVLLHURR-UHFFFAOYSA-N,picotamide monohydrate,Possibly Marketed Outside US,0,['NCATS']
2725,2725,CCCCCCCCCCCCCCCCOC(=O)[C@]1([H])C[C@]([H])(CN1C(=O)CCCCCCCCCCCCCCC)O,62,GOVINWHEYOSPAK-GPOMZPHUSA-N,cetylhydroxyproline palmitamide,Possibly Marketed Outside US,0,['NCATS']
2726,2726,c1cc(cc(c1)C(F)(F)F)C2(CCN(CCCC(=O)c3ccc(cc3)F)CC2)O,62,GPMXUUPHFNMNDH-UHFFFAOYSA-N,trifluperidol,Possibly Marketed Outside US,0,['NCATS']
2727,2727,Cc1ccc2c(c1)c3CN(C)CCc3n2CCc4ccc(C)nc4.Cl.Cl,62,GTWLIQOLGOZTLF-UHFFFAOYSA-N,latrepirdine dihydrochloride,Possibly Marketed Outside US,0,['NCATS']
2728,2728,c1cc(cc2ccc(cc12)OC(=O)c3ccc(cc3)NC(=N)N)C(=N)N,62,MQQNFDZXWVTQEH-UHFFFAOYSA-N,nafamostat,Possibly Marketed Outside US,0,['NCATS']
2730,2730,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,61,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,dicumarol,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
2731,2731,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC5CCCC5)O)C)O,61,DLVOSEUFIRPIRM-KAQKJVHQSA-N,hydrocortisone cypionate,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2733,2733,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C.C1CCC(CC1)NS(=O)(=O)O,61,NPCNIYOIXLZTQI-UHFFFAOYSA-N,aminophenazone cyclamate,withdrawn,1,['WITHDRAWN']
2734,2734,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,61,AKNNEGZIBPJZJG-MSOLQXFVSA-N,noscapine,withdrawn,1,"['WITHDRAWN', 'NCATS']"
2737,2737,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.O.O.[Na+],61,ZJXLSCXDGPDZOL-UHFFFAOYSA-M,zomepirac sodium,withdrawn,1,['ChEMBL']
2738,2738,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O,61,JXYWFNAQESKDNC-BTJKTKAUSA-N,pyrilamine maleate,withdrawn,1,['ChEMBL']
2739,2739,N=C(N)NCC1COC2(CCCCC2)O1.N=C(N)NCC1COC2(CCCCC2)O1.O=S(=O)(O)O,61,RTEVGQJRTFFMLL-UHFFFAOYSA-N,guanadrel sulfate,withdrawn,1,['ChEMBL']
2740,2740,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1.O=S(=O)(O)O,61,DNKCFBJMFIUNRS-UHFFFAOYSA-N,mephentermine sulfate,withdrawn,1,"['ChEMBL', 'NCATS']"
2741,2741,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,61,KXEBLAPZMOQCKO-UHFFFAOYSA-N,lomefloxacin hydrochloride,withdrawn,1,['ChEMBL']
2742,2742,CC[C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4([H])[C@@]3([H])CC[C@@]21C)O,61,ZDHCJEIGTNNEMY-XGXHKTLJSA-N,norethandrolone,US Previously Marketed,1,['NCATS']
2743,2743,c1ccc(cc1)C(c2ccccc2)C(=O)C3C(=O)c4ccccc4C3=O,61,JYGLAHSAISAEAL-UHFFFAOYSA-N,diphenadione,US Previously Marketed,1,['NCATS']
2744,2744,CCC(C)C(c1ccccc1)C(=O)OC2CC[N+](C)(C)CC2.OS(=O)(=O)[O-],61,BWGIFBYVAZDWGB-UHFFFAOYSA-M,pentapiperium hydrogen sulfate,US Previously Marketed,1,['NCATS']
2745,2745,CNCC(c1ccc(cc1)O)O.CNCC(c1ccc(cc1)O)O.OS(=O)(=O)O,61,KCIXZGUJCYKCKY-UHFFFAOYSA-N,oxedrine sulfate,US Previously Marketed,1,['NCATS']
2746,2746,CC(c1ccc2c(c1)nc(-c3ccc(cc3)Cl)o2)C(=O)[O-].[K+],61,HZEUKTMJUHKJKS-UHFFFAOYSA-M,benoxaprofen potassium,US Previously Marketed,1,['NCATS']
2747,2747,C(C(CON(=O)=O)(CON(=O)=O)CON(=O)=O)ON(=O)=O,61,TZRXHJWUDPFEEY-UHFFFAOYSA-N,pentaerythritol tetranitrate,US Previously Marketed,1,['NCATS']
2748,2748,CC(CC(c1ccccc1)(c2ccccc2)C(=N)O)N(C)C.OS(=O)(=O)O,61,GEKOQGPXZRQQHJ-UHFFFAOYSA-N,aminopentamide sulfate,US Previously Marketed,1,['NCATS']
2749,2749,CCCCC1C(=O)N(c2ccccc2)N(c3ccc(cc3)O)C1=O.C1CNCCN1,61,FHVBBQCPAGHXED-UHFFFAOYSA-N,oxyphenbutazone piperazine,US Previously Marketed,1,['NCATS']
2750,2750,c1c2c3c4c(cc(c(c4oc2=O)O)O)c(=O)oc3c(c1O)O,61,AFSDNFLWKVMVRB-UHFFFAOYSA-N,ellagic acid,US Previously Marketed,1,['NCATS']
2780,2780,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,61,FMGSKLZLMKYGDP-USOAJAOKSA-N,prasterone,approved,0,"['ChEMBL', 'NCATS']"
2781,2781,C[C@H](N)Cc1ccccc1.C[C@H](N)Cc1ccccc1.O=S(=O)(O)O,61,PYHRZPFZZDCOPH-QXGOIDDHSA-N,dextroamphetamine sulfate,approved,0,['ChEMBL']
2782,2782,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,61,PGLIUCLTXOYQMV-UHFFFAOYSA-N,cetirizine hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
2783,2783,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,61,GVNWHCVWDRNXAZ-BTJKTKAUSA-N,carbinoxamine maleate,approved,0,['ChEMBL']
2784,2784,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,61,OHHDIOKRWWOXMT-UHFFFAOYSA-N,trazodone hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
2785,2785,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,61,GMDCDXMAFMEDAG-BTJKTKAUSA-N,asenapine maleate,approved,0,['ChEMBL']
2786,2786,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,61,IFKLAQQSCNILHL-QHAWAJNXSA-N,butorphanol,approved,0,"['ChEMBL', 'NCATS']"
2787,2787,c1ccc2c(c1)/C(=C(\[H])/CCN3CCN(CC3)CCO)/c4cc(ccc4S2)Cl.Cl.Cl,61,LPWNZMIBFHMYMX-UHFFFAOYSA-N,zuclopenthixol hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2788,2788,COc1ccc(cc1OC)C(=O)N2CCN(CC2)c3ccc4c(CCC(=O)N4)c3,61,ZVNYJIZDIRKMBF-UHFFFAOYSA-N,vesnarinone,Possibly Marketed Outside US,0,['NCATS']
2789,2789,Cc1c(CCN2CCN(CC2)c3ccccc3)c4cc(c(cc4[nH]1)OC)OC,61,XCWPUUGSGHNIDZ-UHFFFAOYSA-N,oxypertine,Possibly Marketed Outside US,0,['NCATS']
2790,2790,Cc1c(CCNCc2ccc(cc2)/C(/[H])=C(\[H])/C(=NO)O)c3ccccc3[nH]1.O,61,FPOHNWQLNRZRFC-UHFFFAOYSA-N,panobinostat hydrate,US Approved Rx,0,['NCATS']
2791,2791,CN(C)CCOC(c1ccccc1)c2ccccc2.c1ccc(c(c1)C(=O)O)O,61,RTSZUSOHOIFYSY-UHFFFAOYSA-N,diphenhydramine salicylate,US Approved OTC,0,['NCATS']
2792,2792,CCCCCCCCCCCCCCCC(=O)OC/C(/[H])=C(\C)/C(/[H])=C(\[H])/C(/[H])=C(\C)/C(/[H])=C(\[H])/C1=C(C)CCCC1(C)C,61,VYGQUTWHTHXGQB-UHFFFAOYSA-N,vitamin a palmitate,US Approved Rx,0,['NCATS']
2793,2793,c1ccc2c(c1)N(CCCN3CCN(CC3)CCO)c4cc(ccc4S2)Cl.Cl.Cl.Cl,61,PRLOXOPQAYEASW-UHFFFAOYSA-N,perphenazine trihydrochloride,US Approved Rx,0,['NCATS']
2794,2794,CCOc1ccc2c(c1)c(=N)c3ccc(cc3[nH]2)N.CC(C(=O)O)O,61,CIKWKGFPFXJVGW-UHFFFAOYSA-N,ethacridine lactate anhydrous,Possibly Marketed Outside US,0,['NCATS']
2795,2795,COc1ccc(cc1OC)CNCC(COc2ccc3c(ccc(=O)[nH]3)c2)O,61,BYKYPZBCMBEEGU-UHFFFAOYSA-N,toborinone,Possibly Marketed Outside US,0,['NCATS']
2796,2796,CCOC(CN1CCN(CC1)CC(C)C(=O)c2ccccc2)c3ccccc3.Cl.Cl,61,BPMQVOKMMQFZGV-UHFFFAOYSA-N,eprazinone hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2797,2797,Cc1cc2ncc(cn2n1)C(=NCC(C)(C)NCC(=O)N3CCC[C@@]3([H])C#N)O,61,LDXYBEHACFJIEL-HNNXBMFYSA-N,anagliptin,Possibly Marketed Outside US,0,['NCATS']
