,index,smiles,length,inchikey,name,groups,withdrawn_class,source
2932,2932,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O,59,ODZBBRURCPAEIQ-PIXDULNESA-N,brivudine,approved; investigational,0,['DrugBank']
2933,2933,COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC,59,YBHILYKTIRIUTE-UHFFFAOYSA-N,berberine,approved; investigational,0,['DrugBank']
2936,2936,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1,59,FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,approved; investigational,0,"['DrugBank', 'ChEMBL']"
2937,2937,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,59,TVHAZVBUYQMHBC-SNHXEXRGSA-N,unoprostone,approved; investigational,0,['DrugBank']
2939,2939,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])CC(=O)CC3,59,ICTXHFFSOAJUMG-SLHNCBLASA-N,norethynodrel,approved,0,['DrugBank']
2940,2940,[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O,59,PWACSDKDOHSSQD-IUTFFREVSA-N,acrivastine,approved,0,"['DrugBank', 'ChEMBL']"
2941,2941,CN1CCC(CC1)C(=O)C1=CC=CC(NC(=O)C2=C(F)C=C(F)C=C2F)=N1,59,XEDHVZKDSYZQBF-UHFFFAOYSA-N,lasmiditan,approved; investigational,0,"['DrugBank', 'ChEMBL']"
2944,2944,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl,59,ZCDDBUOENGJMLV-QRPNPIFTSA-N,valacyclovir hydrochloride,approved,0,['ChEMBL']
2945,2945,Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)C(O)C(O)C(=O)O,59,QZHBYNSSDLTCRG-UHFFFAOYSA-N,brimonidine tartrate,approved,0,['ChEMBL']
2946,2946,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,59,LFMYNZPAVPMEGP-PIDGMYBPSA-N,fluvoxamine maleate,approved,0,['ChEMBL']
2947,2947,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,59,RKXNZRPQSOPPRN-UHFFFAOYSA-N,flecainide acetate,approved,0,['ChEMBL']
2978,2978,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,58,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,lomefloxacin,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2980,2980,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,58,BTFMCMVEUCGQDX-UHFFFAOYSA-N,piperacetazine,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2982,2982,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,58,SUBDBMMJDZJVOS-UHFFFAOYSA-N,omeprazole,withdrawn,1,['WITHDRAWN']
2983,2983,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)OC(=O)N(C)C)C3=CC=CC=C3,58,PXBVEXGRHZFEOF-UHFFFAOYSA-N,camazepam,withdrawn,1,['WITHDRAWN']
2984,2984,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,58,PPTYJKAXVCCBDU-UHFFFAOYSA-N,flunitrazepam,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2985,2985,CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,58,GVOUFPWUYJWQSK-UHFFFAOYSA-N,cyclofenil,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2986,2986,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,58,HYIMSNHJOBLJNT-UHFFFAOYSA-N,nifedipine,withdrawn,1,['WITHDRAWN']
2987,2987,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43,58,JXZZEXZZKAWDSP-UHFFFAOYSA-N,indoramin,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
2988,2988,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,58,CPEUVMUXAHMANV-UHFFFAOYSA-N,flubendazole,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
2990,2990,CN1Cc2c(N)cccc2C(c2ccccc2)C1.O=C(O)/C=C\C(=O)O,58,GEOCVSMCLVIOEV-BTJKTKAUSA-N,nomifensine maleate,withdrawn,1,['ChEMBL']
3007,3007,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,58,DDUHZTYCFQRHIY-RBHXEPJQSA-N,griseofulvin,approved; investigational; vet_approved,0,"['DrugBank', 'ChEMBL']"
3015,3015,CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,58,WNTYBHLDCKXEOT-UHFFFAOYSA-N,acetophenazine,approved,0,['DrugBank']
3017,3017,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,58,NOYPYLRCIDNJJB-UHFFFAOYSA-N,trimetrexate,approved; investigational,0,['DrugBank']
3021,3021,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(=O)(=O)N(C)C)N(C)C,58,VWNWVCJGUMZDIU-UHFFFAOYSA-N,dimetotiazine,approved,0,['DrugBank']
3023,3023,COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(Br)=C1,58,DDHUTBKXLWCZCO-UHFFFAOYSA-N,pinaverium,approved,0,['DrugBank']
3025,3025,CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC,58,HTIQEAQVCYTUBX-KRWDZBQOSA-N,levamlodipine,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3026,3026,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=C(OC)C=C1,58,WAJCJDLRJVDSSD-UHFFFAOYSA-N,ethylhexyl methoxycrylene,approved; experimental,0,['DrugBank']
3027,3027,CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O,58,ODOISJJCWUVNDJ-WCTZXXKLSA-N,mannitol busulfan,approved; investigational,0,['DrugBank']
3029,3029,CCCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,58,DVLBYTMYSMAKHP-UHFFFAOYSA-N,butaperazine,approved,0,['DrugBank']
3030,3030,CCN(CCO)C1=CC=C(\N=N\C2=NC=C(S2)N(=O)=O)C(C)=C1,58,UIHYHADQHHUIOF-WUKNDPDISA-N,disperse blue 106,approved; experimental,0,['DrugBank']
3031,3031,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,58,WKWOJBUWWZTUQV-SPUOUPEWSA-N,methylhomatropine,approved,0,['ChEMBL']
3032,3032,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl,58,LJBSAUIFGPSHCN-UHFFFAOYSA-N,butenafine hydrochloride,approved,0,['ChEMBL']
3033,3033,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,58,WLRMANUAADYWEA-NWASOUNVSA-N,timolol maleate,approved,0,['ChEMBL']
3034,3034,O=C(O)C(O)C(O)C(=O)O.c1cnc2cc3c(cc2n1)C1CNCC3C1,58,TWYFGYXQSYOKLK-UHFFFAOYSA-N,varenicline tartrate,approved,0,['ChEMBL']
3035,3035,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,58,WIIZEEPFHXAUND-UHFFFAOYSA-N,trimethobenzamide hydrochloride,approved,0,['ChEMBL']
3036,3036,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,58,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,phentolamine mesylate,approved,0,['ChEMBL']
3037,3037,O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O.[Na+].[Na+],58,SKUHWSDHMJMHIW-UHFFFAOYSA-L,tiludronate disodium,approved,0,['ChEMBL']
3038,3038,CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,58,CVKUMNRCIJMVAR-UHFFFAOYSA-N,fenoldopam mesylate,approved,0,['ChEMBL']
3064,3064,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,57,RXPRRQLKFXBCSJ-GIVPXCGWSA-N,vincamine,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
3065,3065,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl,57,BFUJHVVEMMWLHC-UHFFFAOYSA-N,fipexide,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
3067,3067,CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O,57,GVJHHUAWPYXKBD-IEOSBIPESA-N,vitamin e,withdrawn,1,['WITHDRAWN']
3068,3068,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,57,GWOFUCIGLDBNKM-UHFFFAOYSA-N,glafenine,withdrawn,1,"['WITHDRAWN', 'DrugBank', 'ChEMBL']"
3069,3069,CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3,57,KSNNEUZOAFRTDS-UHFFFAOYSA-N,fominoben,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
3070,3070,C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4,57,LQQIVYSCPWCSSD-HSZRJFAPSA-N,dexetimide,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
3071,3071,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,57,VDHAWDNDOKGFTD-MRXNPFEDSA-N,cinacalcet,withdrawn,1,['WITHDRAWN']
3072,3072,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Na+],57,UKIYDXCFKFLIMU-UHFFFAOYSA-M,metrizoate sodium,withdrawn,1,['ChEMBL']
3081,3081,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,57,YNNUSGIPVFPVBX-NHCUHLMSSA-N,clemastine,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3082,3082,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,57,XEEQGYMUWCZPDN-UHFFFAOYSA-N,mefloquine,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3083,3083,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,57,RKUNBYITZUJHSG-FXUDXRNXSA-N,hyoscyamine,approved,0,['DrugBank']
3088,3088,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,57,OELFLUMRDSZNSF-BRWVUGGUSA-N,nateglinide,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3089,3089,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,57,GMVPRGQOIOIIMI-DWKJAMRDSA-N,alprostadil,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3091,3091,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,57,OJLOPKGSLYJEMD-URPKTTJQSA-N,misoprostol,approved,0,"['DrugBank', 'ChEMBL']"
3092,3092,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O,57,HGBLNBBNRORJKI-WCABBAIRSA-N,cyclacillin,approved,0,['DrugBank']
3093,3093,OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1,57,NEDPPCHNEOMTJV-UHFFFAOYSA-N,sulfoxone,approved,0,['DrugBank']
3095,3095,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,57,GKNPSSNBBWDAGH-UHFFFAOYSA-N,mepenzolate,approved,0,"['DrugBank', 'ChEMBL']"
3096,3096,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,57,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,nebivolol,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3097,3097,[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,57,CHPZKNULDCNCBW-UHFFFAOYSA-N,gallium nitrate,approved; investigational,0,['DrugBank']
3099,3099,[99Tc].CC(C)C1=CC=CC(C(C)C)=C1NC(=O)CN(CC(O)=O)CC(O)=O,57,JNJYQGLIZTUSCW-NLQOEHMXSA-N,technetium tc-99m disofenin,approved,0,['DrugBank']
3100,3100,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,57,CXKWCBBOMKCUKX-UHFFFAOYSA-M,methylene blue,approved; investigational,0,['DrugBank']
3101,3101,[Fe++].NCC(O)=O.[H][C@](N)(CS)C(O)=O.[H][C@](N)(C[S-])C([O-])=O,57,NIBOCUPOPAKNJE-NVKWYWNSSA-L,ferrous cysteine glycinate,approved,0,['DrugBank']
3102,3102,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1,57,GVJHHUAWPYXKBD-UHFFFAOYSA-N,dl-alpha-tocopherol,approved; experimental; investigational,0,['DrugBank']
3103,3103,[Cr+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,57,PHFQLYPOURZARY-UHFFFAOYSA-N,chromic nitrate,approved,0,['DrugBank']
3104,3104,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1.Cl,57,DMLFJMQTNDSRFU-UHFFFAOYSA-N,chlordiazepoxide hydrochloride,approved,0,['ChEMBL']
3106,3106,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,57,KBAUFVUYFNWQFM-UHFFFAOYSA-N,doxylamine succinate,approved,0,['ChEMBL']
3107,3107,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl,57,YTNKWDJILNVLGX-UHFFFAOYSA-N,alfuzosin hydrochloride,approved,0,['ChEMBL']
3108,3108,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C.Cl,57,YUKARLAABCGMCN-PKLMIRHRSA-N,tiagabine hydrochloride,approved,0,['ChEMBL']
3109,3109,Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O,57,STTADZBLEUMJRG-IKNOHUQMSA-N,dextromethorphan hydrobromide,approved,0,['ChEMBL']
3111,3111,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1.Cl.Cl,57,RKSUYBCOVNCALL-NTVURLEBSA-N,sapropterin dihydrochloride,approved,0,['ChEMBL']
3112,3112,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,57,PLYSCVSCYOQVRP-UHFFFAOYSA-N,midazolam hydrochloride,approved,0,['ChEMBL']
3114,3114,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O.O=C(O)/C=C/C(=O)O,57,YETWCSLOYUZBLK-JITBQSAISA-N,desvenlafaxine fumarate,approved,0,['ChEMBL']
3148,3148,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],56,MIQPIUSUKVNLNT-UHFFFAOYSA-N,tolcapone,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
3149,3149,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O,56,OXLZNBCNGJWPRV-UHFFFAOYSA-N,hexoprenaline,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
3154,3154,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C.[Br-],56,QSFKGMJOKUZAJM-CNKDKAJDSA-M,anisotropine methylbromide,withdrawn,1,['ChEMBL']
3155,3155,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O.Cl,56,KZLNXGBVFTWMPS-UHFFFAOYSA-N,benzquinamide hydrochloride,withdrawn,1,['ChEMBL']
3156,3156,CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,56,QRHDDSUGMIAILK-UHFFFAOYSA-N,difemerine hydrochloride,withdrawn,1,['ChEMBL']
3157,3157,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O,56,UEECHQPWQHYEDE-UHFFFAOYSA-N,bepridil hydrochloride,withdrawn,1,['ChEMBL']
3158,3158,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-].[Na+].[Na+],56,LWYLQNWMSGFCOZ-UHFFFAOYSA-L,fospropofol disodium,withdrawn,1,['ChEMBL']
3159,3159,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.Cl,56,UDUQHZSAAWGSPJ-UHFFFAOYSA-N,anileridine hydrochloride,withdrawn,1,['ChEMBL']
3171,3171,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,56,JRURYQJSLYLRLN-BJMVGYQFSA-N,entacapone,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3180,3180,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,56,XWLUWCNOOVRFPX-UHFFFAOYSA-N,fosphenytoin,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3181,3181,CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,56,CYLWJCABXYDINA-UHFFFAOYSA-N,polythiazide,approved,0,['DrugBank']
3183,3183,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,56,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,approved,0,"['DrugBank', 'ChEMBL']"
3184,3184,NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O,56,UJEWTUDSLQGTOA-UHFFFAOYSA-N,piretanide,approved,0,['DrugBank']
3185,3185,CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1,56,OMFNSKIUKYOYRG-MOSHPQCFSA-N,drotaverine,approved; investigational,0,['DrugBank']
3187,3187,[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O,56,GXGAKHNRMVGRPK-UHFFFAOYSA-N,magnesium trisilicate,approved,0,"['DrugBank', 'ChEMBL']"
3188,3188,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,56,FGQFOYHRJSUHMR-UHFFFAOYSA-N,lesinurad,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3191,3191,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,56,RKLNONIVDFXQRX-UHFFFAOYSA-N,bromperidol,approved; investigational,0,['DrugBank']
3192,3192,[H]C1=NOC(=C1C(=O)C1=C(C([H])=C(C([H])=C1[H])C(F)(F)F)S(=O)(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],56,OYIKARCXOQLFHF-UHFFFAOYSA-N,isoxaflutole,approved; experimental; investigational,0,['DrugBank']
3193,3193,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,56,SGRYPYWGNKJSDL-UHFFFAOYSA-N,amlexanox,approved,0,['ChEMBL']
3195,3195,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,56,GETAAWDSFUCLBS-UHFFFAOYSA-N,flortaucipir,approved,0,['ChEMBL']
3196,3196,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],56,GNMBMOULKUXEQF-UHFFFAOYSA-M,flurbiprofen sodium,approved,0,['ChEMBL']
3199,3199,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,56,SSOXZAQUVINQSA-BTJKTKAUSA-N,pheniramine maleate,approved,0,['ChEMBL']
3201,3201,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1.Cl,56,VKFAUCPBMAGVRG-UHFFFAOYSA-N,dipivefrin hydrochloride,approved,0,['ChEMBL']
3203,3203,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,56,QORVDGQLPPAFRS-XPSHAMGMSA-N,galantamine hydrobromide,approved,0,['ChEMBL']
3205,3205,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,56,HVRLZEKDTUEKQH-NOILCQHBSA-N,olopatadine hydrochloride,approved,0,['ChEMBL']
3228,3228,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,55,XBMIVRRWGCYBTQ-AVRDEDQJSA-N,levomethadyl acetate,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
3229,3229,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,55,VAYOSLLFUXYJDT-RDTXWAMCSA-N,lysergic acid diethylamide,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
3230,3230,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,55,ACGUYXCXAPNIKK-UHFFFAOYSA-N,hexachlorophene,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
3231,3231,COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCN(CC2)CC(=O)N3CCCC3,55,RCUDFXMNPQNBDU-VOTSOKGWSA-N,cinepazide,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
3232,3232,CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)C2=CC=CC=C2)OC(=O)N,55,QHZQILHUJDRDAI-UHFFFAOYSA-N,febarbamate,withdrawn,1,['WITHDRAWN']
3233,3233,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,55,WHQCHUCQKNIQEC-UHFFFAOYSA-N,benzbromarone,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
3234,3234,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,55,JOFWLTCLBGQGBO-UHFFFAOYSA-N,triazolam,withdrawn,1,['WITHDRAWN']
3235,3235,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,55,LNPDTQAFDNKSHK-UHFFFAOYSA-N,valdecoxib,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
3238,3238,CCOC(CN1CCN(CC1)CC(C)C(=O)C2=CC=CC=C2)C3=CC=CC=C3,55,BSHWLCACYCVCJE-UHFFFAOYSA-N,eprazinone,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
3239,3239,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,55,HUNXMJYCHXQEGX-UHFFFAOYSA-N,zaleplon,withdrawn,1,['WITHDRAWN']
3240,3240,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21.O=P(O)(O)O,55,SKKDWRIEPIZVOR-UHFFFAOYSA-N,clomacran phosphate,withdrawn,1,['ChEMBL']
3241,3241,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],55,AFDJQFFKYDCYIG-JSGFVSQVSA-M,nitrofurantoin sodium,withdrawn,1,['ChEMBL']
3243,3243,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.[Br-],55,UKLQXHUGTKWPSR-UHFFFAOYSA-M,oxyphenonium bromide,withdrawn,1,['ChEMBL']
3256,3256,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,55,ZKLPARSLTMPFCP-UHFFFAOYSA-N,cetirizine,approved,0,"['DrugBank', 'ChEMBL']"
3259,3259,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1,55,FHFYDNQZQSQIAI-UHFFFAOYSA-N,pefloxacin,approved,0,['DrugBank']
3260,3260,CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,55,XFDJYSQDBULQSI-UHFFFAOYSA-N,doxapram,approved; vet_approved,0,"['DrugBank', 'ChEMBL']"
3261,3261,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,55,OVCDSSHSILBFBN-UHFFFAOYSA-N,amodiaquine,approved; investigational,0,['DrugBank']
3264,3264,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1,55,OGQICQVSFDPSEI-UHFFFAOYSA-N,tazarotene,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3265,3265,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1,55,XBPZXDSZHPDXQU-UHFFFAOYSA-N,rosoxacin,approved; investigational,0,['DrugBank']
3266,3266,C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1,55,IOVGROKTTNBUGK-SJKOYZFVSA-N,ritodrine,approved; investigational,0,['DrugBank']
3267,3267,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,55,MAFMQEKGGFWBAB-UHFFFAOYSA-N,benzonatate,approved,0,"['DrugBank', 'ChEMBL']"
3268,3268,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,55,MOYKHGMNXAOIAT-JGWLITMVSA-N,isosorbide dinitrate,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3276,3276,OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,55,WFPIAZLQTJBIFN-DVZOWYKESA-N,zuclopenthixol,approved; investigational,0,['DrugBank']
3277,3277,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,55,YWGDOWXRIALTES-UHFFFAOYSA-N,bepotastine,approved,0,['DrugBank']
3278,3278,COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1,55,VBHQKCBVWWUUKN-KZNAEPCWSA-N,vernakalant,approved; investigational,0,['DrugBank']
